ID,Metrekare,OdaSayisi,BinaYasi,Sehir,Ilce,Fiyat
10.14,130 m²,3 + 1,26 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.950.000
TL"
10.15,120 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","3.100.000
TL"
10.16,55 m²,1 + 1,Sıfır Bina,İzmir,"Balçova, Çetin Emeç Mahallesi","3.300.000
TL"
10.17,400 m²,4 + 2,30 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","15.000.000
TL"
10.18,145 m²,3 + 1,20 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","4.950.000
TL"
10.19,105 m²,2 + 1,5 Yaşında,İzmir,"Balçova, Onur Mahallesi","4.450.000
TL"
10.20,90 m²,2 + 1,5 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","4.500.000
TL"
10.21,120 m²,3 + 1,6 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","5.500.000
TL"
10.22,220 m²,4 + 1,30 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","8.500.000
TL"
10.23,105 m²,2 + 1,35 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.600.000
TL"
10.24,45 m²,1 + 1,5 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","3.750.000
TL"
11.1,135 m²,2 + 1,25 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","6.000.000
TL"
11.2,115 m²,2 + 1,26 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.500.000
TL"
11.3,110 m²,2 + 1,25 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","3.000.000
TL"
11.4,160 m²,3 + 1,35 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.500.000
TL"
11.5,125 m²,3 + 1,35 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","4.250.000
TL"
11.6,90 m²,2 + 1,Sıfır Bina,İzmir,"Balçova, Çetin Emeç Mahallesi","4.650.000
TL"
11.7,140 m²,3 + 1,31 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","3.200.000
TL"
11.8,115 m²,3 + 1,9 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","5.000.000
TL"
11.9,55 m²,1 + 1,Sıfır Bina,İzmir,"Balçova, Çetin Emeç Mahallesi","3.250.000
TL"
11.10,140 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.700.000
TL"
11.11,125 m²,2 + 1,7 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","5.000.000
TL"
11.12,140 m²,3 + 1,17 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","3.950.000
TL"
11.13,285 m²,4 + 1,8 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","18.900.000
TL"
11.14,110 m²,3 + 1,20 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.350.000
TL"
11.15,85 m²,2 + 1,Sıfır Bina,İzmir,"Balçova, Çetin Emeç Mahallesi","4.450.000
TL"
11.16,110 m²,2 + 1,5 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","3.850.000
TL"
11.17,68 m²,1 + 1,5 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.575.000
TL"
11.18,90 m²,2 + 1,5 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.150.000
TL"
11.19,120 m²,3 + 1,31 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.990.000
TL"
11.20,160 m²,3 + 1,25 Yaşında,İzmir,"Balçova, Onur Mahallesi","4.200.000
TL"
11.21,145 m²,3 + 1,37 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","3.100.000
TL"
11.22,150 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","3.750.000
TL"
11.23,131 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.750.000
TL"
11.24,85 m²,2 + 1,4 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","4.200.000
TL"
12.1,110 m²,2 + 1,8 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","3.900.000
TL"
12.2,160 m²,3 + 1,31 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.500.000
TL"
12.3,136 m²,3 + 1,28 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","6.000.000
TL"
12.4,100 m²,2 + 1,5 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.450.000
TL"
12.5,135 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","6.100.000
TL"
12.6,90 m²,2 + 1,31 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.600.000
TL"
12.7,140 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","4.000.000
TL"
12.8,160 m²,3 + 1,35 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","5.250.000
TL"
12.9,140 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","3.500.000
TL"
12.10,121 m²,3 + 1,35 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.250.000
TL"
12.11,100 m²,2 + 1,Sıfır Bina,İzmir,"Balçova, Çetin Emeç Mahallesi","5.250.000
TL"
12.12,115 m²,3 + 1,35 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.900.000
TL"
12.13,120 m²,3 + 1,40 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","1.850.000
TL"
12.14,150 m²,3 + 1,3 Yaşında,İzmir,"Balçova, Onur Mahallesi","6.700.000
TL"
12.15,180 m²,3 + 1,26 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","8.000.000
TL"
12.16,130 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.775.000
TL"
12.17,65 m²,2 + 1,10 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.850.000
TL"
12.18,110 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.350.000
TL"
12.19,145 m²,3 + 1,26 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","4.500.000
TL"
12.20,110 m²,3 + 1,34 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","3.030.000
TL"
12.21,140 m²,3 + 1,25 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","5.000.000
TL"
12.22,240 m²,4 + 1,35 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","40.000.000
TL"
12.23,100 m²,2 + 1,3 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.150.000
TL"
12.24,140 m²,3 + 1,35 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.925.000
TL"
13.1,140 m²,4 + 1,35 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","3.500.000
TL"
13.2,45 m²,1 + 1,8 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.500.000
TL"
13.3,45 m²,1 + 1,1 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.850.000
TL"
13.4,120 m²,3 + 1,36 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","2.550.000
TL"
13.5,130 m²,3 + 1,31 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","3.000.000
TL"
13.6,120 m²,2 + 1,31 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.750.000
TL"
13.7,128 m²,2 + 1,22 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","4.500.000
TL"
13.8,175 m²,3 + 1,26 Yaşında,İzmir,"Balçova, Onur Mahallesi","12.950.000
TL"
13.9,110 m²,3 + 1,35 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.750.000
TL"
13.10,140 m²,3 + 1,31 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","3.600.000
TL"
13.11,45 m²,1 + 1,1 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.950.000
TL"
13.12,105 m²,2 + 1,9 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.750.000
TL"
13.13,55 m²,1 + 1,Sıfır Bina,İzmir,"Balçova, Çetin Emeç Mahallesi","2.700.000
TL"
13.14,140 m²,3 + 1,40 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","4.350.000
TL"
13.15,200 m²,4 + 1,4 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","15.000.000
TL"
13.16,130 m²,3 + 1,26 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","3.950.000
TL"
13.17,130 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.900.000
TL"
13.18,165 m²,3 + 1,16 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","5.250.000
TL"
13.19,96 m²,2 + 1,10 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.600.000
TL"
13.20,110 m²,3 + 1,26 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.725.000
TL"
13.21,95 m²,2 + 1,1 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.650.000
TL"
13.22,170 m²,3 + 1,26 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.850.000
TL"
13.23,95 m²,2 + 1,4 Yaşında,İzmir,"Balçova, Onur Mahallesi","5.500.000
TL"
13.24,145 m²,3 + 1,31 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.500.000
TL"
14.1,135 m²,3 + 1,13 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","26.000.000
TL"
14.2,65 m²,2 + 1,30 Yaşında,İzmir,"Balçova, Onur Mahallesi","1.690.000
TL"
14.3,110 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.750.000
TL"
14.4,165 m²,3 + 1,11 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","7.500.000
TL"
14.5,95 m²,2 + 1,29 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","1.560.000
TL"
14.6,135 m²,3 + 1,26 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.070.000
TL"
14.7,100 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.850.000
TL"
14.8,120 m²,3 + 1,35 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.450.000
TL"
14.9,75 m²,1 + 1,31 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","1.690.000
TL"
14.10,66 m²,2 + 1,Sıfır Bina,İzmir,"Balçova, Eğitim Mahallesi","3.850.000
TL"
14.11,110 m²,2 + 1,4 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","4.500.000
TL"
14.12,140 m²,3 + 1,25 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","4.300.000
TL"
14.13,130 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","3.750.000
TL"
14.14,114 m²,2 + 1,31 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","2.750.000
TL"
14.15,110 m²,3 + 1,32 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.250.000
TL"
14.16,165 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Onur Mahallesi","5.500.000
TL"
14.17,142 m²,3 + 1,12 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","4.950.000
TL"
14.18,88 m²,2 + 1,31 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","1.900.000
TL"
14.19,125 m²,3 + 1,31 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.350.000
TL"
14.20,95 m²,2 + 1,30 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","3.000.000
TL"
14.21,180 m²,4 + 1,26 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","4.450.000
TL"
14.22,130 m²,2 + 1,31 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.300.000
TL"
14.23,115 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.900.000
TL"
14.24,130 m²,3 + 1,28 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","2.750.000
TL"
15.1,145 m²,18 + 6,25 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","30.500.000
TL"
15.2,125 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.800.000
TL"
15.3,390 m²,4 + 1,11 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","13.500.000
TL"
15.4,85 m²,2 + 1,15 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.800.000
TL"
15.5,130 m²,3 + 1,26 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.775.000
TL"
15.6,128 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","3.400.000
TL"
15.7,151 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Onur Mahallesi","4.000.000
TL"
15.8,130 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","4.000.000
TL"
15.9,170 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.750.000
TL"
15.10,115 m²,2 + 1,31 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","3.150.000
TL"
15.11,110 m²,2 + 1,30 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","3.750.000
TL"
15.12,110 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.750.000
TL"
15.13,155 m²,2 + 1,30 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.550.000
TL"
15.14,120 m²,3 + 1,31 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","2.400.000
TL"
15.15,120 m²,2 + 1,30 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","4.700.000
TL"
15.16,130 m²,3 + 1,29 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.800.000
TL"
15.17,90 m²,2 + 1,30 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","2.500.000
TL"
15.18,100 m²,3 + 1,43 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.500.000
TL"
15.19,156 m²,3 + 1,21 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","4.000.000
TL"
15.20,120 m²,3 + 1,26 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.200.000
TL"
15.21,130 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.250.000
TL"
15.22,165 m²,4 + 1,30 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","4.500.000
TL"
15.23,120 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","4.600.000
TL"
15.24,90 m²,2 + 1,5 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.500.000
TL"
16.1,115 m²,2 + 1,30 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.000.000
TL"
16.2,160 m²,3 + 1,24 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","3.500.000
TL"
16.3,146 m²,3 + 1,27 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.950.000
TL"
16.4,140 m²,2 + 1,12 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","1.800.000
TL"
16.5,180 m²,3 + 1,21 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","6.500.000
TL"
16.6,115 m²,3 + 1,35 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","2.800.000
TL"
16.7,120 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.450.000
TL"
16.8,110 m²,2 + 1,15 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","3.100.000
TL"
16.9,150 m²,4 + 1,10 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.800.000
TL"
16.10,167 m²,3 + 1,35 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.750.000
TL"
16.11,90 m²,2 + 1,40 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.650.000
TL"
16.12,105 m²,3 + 1,21 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.600.000
TL"
16.13,110 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.499.999
TL"
16.14,240 m²,4 + 1,5 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","18.500.000
TL"
16.15,310 m²,5 + 1,30 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","8.250.000
TL"
16.16,245 m²,4 + 2,11 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","16.000.000
TL"
16.17,135 m²,3 + 1,20 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","4.250.000
TL"
16.18,65 m²,1 + 1,7 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.000.000
TL"
16.19,75 m²,1 + 1,35 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.000.000
TL"
16.20,90 m²,2 + 1,6 Yaşında,İzmir,"Balçova, Onur Mahallesi","5.100.000
TL"
16.21,110 m²,2 + 1,30 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.450.000
TL"
16.22,145 m²,3 + 1,28 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","5.000.000
TL"
16.23,110 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.950.000
TL"
16.24,120 m²,3 + 1,3 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","3.900.000
TL"
17.1,95 m²,2 + 1,32 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.550.000
TL"
17.2,120 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.700.000
TL"
17.3,190 m²,4 + 1,30 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","7.000.000
TL"
17.4,85 m²,2 + 1,Sıfır Bina,İzmir,"Balçova, Eğitim Mahallesi","4.200.000
TL"
17.5,130 m²,3 + 1,10 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","19.000.000
TL"
17.6,101 m²,3 + 1,10 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","5.500.000
TL"
17.7,120 m²,3 + 1,28 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.500.000
TL"
17.8,148 m²,3 + 1,28 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","3.000.000
TL"
17.9,100 m²,2 + 1,30 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.250.000
TL"
17.10,400 m²,7 + 1,21 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","19.000.000
TL"
17.11,120 m²,2 + 1,34 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","3.300.000
TL"
17.12,125 m²,2 + 1,30 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.650.000
TL"
17.13,147 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.600.000
TL"
17.14,220 m²,5 + 1,5 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","16.000.000
TL"
17.15,87 m²,2 + 1,16 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.000.000
TL"
17.16,70 m²,2 + 1,27 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.050.000
TL"
17.17,110 m²,3 + 1,26 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.250.000
TL"
17.18,140 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","3.600.000
TL"
17.19,121 m²,3 + 1,27 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","3.600.000
TL"
17.20,115 m²,2 + 1,7 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","4.000.000
TL"
17.21,125 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.200.000
TL"
17.22,128 m²,3 + 1,26 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.800.000
TL"
17.23,132 m²,3 + 1,21 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","3.150.000
TL"
17.24,195 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","6.900.000
TL"
18.1,100 m²,3 + 1,39 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.800.000
TL"
18.2,95 m²,2 + 1,30 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.600.000
TL"
18.3,110 m²,3 + 1,21 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.600.000
TL"
18.4,60 m²,1 + 1,3 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","3.150.000
TL"
18.5,120 m²,2 + 1,20 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","4.250.000
TL"
18.6,110 m²,2 + 1,25 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.850.000
TL"
18.7,124 m²,3 + 1,26 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.600.000
TL"
18.8,120 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Onur Mahallesi","4.200.000
TL"
18.9,95 m²,2 + 1,33 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.300.000
TL"
18.10,120 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.600.000
TL"
18.11,100 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.850.000
TL"
18.12,265 m²,4 + 1,30 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","10.500.000
TL"
18.13,50 m²,1 + 1,5 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","2.950.000
TL"
18.14,110 m²,2 + 1,30 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.000.000
TL"
18.15,125 m²,3 + 1,26 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.500.000
TL"
18.16,125 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","2.700.000
TL"
18.17,95 m²,2 + 1,31 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","2.200.000
TL"
18.18,95 m²,2 + 1,7 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.850.000
TL"
18.19,140 m²,3 + 1,31 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","3.450.000
TL"
18.20,125 m²,3 + 1,31 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.250.000
TL"
18.21,85 m²,2 + 1,5 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.750.000
TL"
18.22,185 m²,3 + 1,6 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","9.000.000
TL"
18.23,135 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","3.600.000
TL"
18.24,120 m²,3 + 1,21 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.500.000
TL"
19.1,130 m²,3 + 1,12 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","4.150.000
TL"
19.2,110 m²,2 + 1,30 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","4.850.000
TL"
19.3,50 m²,1 + 1,5 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","2.950.000
TL"
19.4,150 m²,3 + 1,26 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.650.000
TL"
19.5,130 m²,3 + 1,35 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","2.750.000
TL"
19.6,100 m²,2 + 1,15 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.400.000
TL"
19.7,155 m²,3 + 1,12 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.925.000
TL"
19.8,150 m²,3 + 1,21 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","3.600.000
TL"
19.9,76 m²,2 + 1,16 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","4.500.000
TL"
19.10,101 m²,2 + 1,17 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","3.150.000
TL"
19.11,110 m²,3 + 1,11 Yaşında,İzmir,"Balçova, Onur Mahallesi","3.600.000
TL"
19.12,125 m²,2 + 1,26 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.850.000
TL"
19.13,140 m²,3 + 1,35 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.850.000
TL"
19.14,131 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","3.450.000
TL"
19.15,100 m²,2 + 1,35 Yaşında,İzmir,"Balçova, Onur Mahallesi","1.900.000
TL"
19.16,110 m²,3 + 1,29 Yaşında,İzmir,"Balçova, Fevzi Çakmak Mahallesi","2.450.000
TL"
19.17,165 m²,3 + 1,7 Yaşında,İzmir,"Balçova, Korutürk Mahallesi","13.000.000
TL"
19.18,145 m²,2 + 1,26 Yaşında,İzmir,"Balçova, Eğitim Mahallesi","2.850.000
TL"
19.19,135 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","3.650.000
TL"
19.20,105 m²,2 + 1,31 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.100.000
TL"
19.21,81 m²,1 + 1,Sıfır Bina,İzmir,"Balçova, Teleferik Mahallesi","3.650.000
TL"
19.22,150 m²,3 + 1,40 Yaşında,İzmir,"Balçova, Onur Mahallesi","2.000.000
TL"
19.23,125 m²,3 + 1,30 Yaşında,İzmir,"Balçova, Çetin Emeç Mahallesi","2.750.000
TL"
19.24,300 m²,6 + 2,19 Yaşında,İzmir,"Balçova, Teleferik Mahallesi","9.500.000
TL"
